installed_name,installed_version,installed_path,installed_dev,installed_optional
@npmcli/run-script,9.0.2,node_modules/@npmcli/run-script,True,False
@parcel/watcher,2.5.0,node_modules/@parcel/watcher,True,True
@parcel/watcher-android-arm64,2.5.0,node_modules/@parcel/watcher-android-arm64,True,True
@parcel/watcher-darwin-arm64,2.5.0,node_modules/@parcel/watcher-darwin-arm64,True,True
@parcel/watcher-darwin-x64,2.5.0,node_modules/@parcel/watcher-darwin-x64,True,True
@parcel/watcher-freebsd-x64,2.5.0,node_modules/@parcel/watcher-freebsd-x64,True,True
@parcel/watcher-linux-arm-glibc,2.5.0,node_modules/@parcel/watcher-linux-arm-glibc,True,True
@parcel/watcher-linux-arm-musl,2.5.0,node_modules/@parcel/watcher-linux-arm-musl,True,True
@parcel/watcher-linux-arm64-glibc,2.5.0,node_modules/@parcel/watcher-linux-arm64-glibc,True,True
@parcel/watcher-linux-arm64-musl,2.5.0,node_modules/@parcel/watcher-linux-arm64-musl,True,True
@parcel/watcher-linux-x64-glibc,2.5.0,node_modules/@parcel/watcher-linux-x64-glibc,True,True
@parcel/watcher-linux-x64-musl,2.5.0,node_modules/@parcel/watcher-linux-x64-musl,True,True
@parcel/watcher-win32-arm64,2.5.0,node_modules/@parcel/watcher-win32-arm64,True,True
@parcel/watcher-win32-ia32,2.5.0,node_modules/@parcel/watcher-win32-ia32,True,True
@parcel/watcher-win32-x64,2.5.0,node_modules/@parcel/watcher-win32-x64,True,True
detect-libc,1.0.3,node_modules/@parcel/watcher/node_modules/detect-libc,True,True
detect-libc,2.0.3,node_modules/detect-libc,True,True
node-addon-api,7.1.1,node_modules/@parcel/watcher/node_modules/node-addon-api,True,True
node-addon-api,6.1.0,node_modules/node-addon-api,True,True
@pkgjs/parseargs,0.11.0,node_modules/@pkgjs/parseargs,True,True
@rollup/rollup-android-arm-eabi,4.26.0,node_modules/@rollup/rollup-android-arm-eabi,True,True
@rollup/rollup-android-arm64,4.26.0,node_modules/@rollup/rollup-android-arm64,True,True
@rollup/rollup-darwin-arm64,4.26.0,node_modules/@rollup/rollup-darwin-arm64,True,True
@rollup/rollup-darwin-x64,4.26.0,node_modules/@rollup/rollup-darwin-x64,True,True
@rollup/rollup-freebsd-arm64,4.26.0,node_modules/@rollup/rollup-freebsd-arm64,True,True
@rollup/rollup-freebsd-x64,4.26.0,node_modules/@rollup/rollup-freebsd-x64,True,True
@rollup/rollup-linux-arm-gnueabihf,4.26.0,node_modules/@rollup/rollup-linux-arm-gnueabihf,True,True
@rollup/rollup-linux-arm-musleabihf,4.26.0,node_modules/@rollup/rollup-linux-arm-musleabihf,True,True
@rollup/rollup-linux-arm64-gnu,4.26.0,node_modules/@rollup/rollup-linux-arm64-gnu,True,True
@rollup/rollup-linux-arm64-musl,4.26.0,node_modules/@rollup/rollup-linux-arm64-musl,True,True
@rollup/rollup-linux-powerpc64le-gnu,4.26.0,node_modules/@rollup/rollup-linux-powerpc64le-gnu,True,True
@rollup/rollup-linux-riscv64-gnu,4.26.0,node_modules/@rollup/rollup-linux-riscv64-gnu,True,True
@rollup/rollup-linux-s390x-gnu,4.26.0,node_modules/@rollup/rollup-linux-s390x-gnu,True,True
@rollup/rollup-linux-x64-gnu,4.26.0,node_modules/@rollup/rollup-linux-x64-gnu,True,True
@rollup/rollup-linux-x64-musl,4.26.0,node_modules/@rollup/rollup-linux-x64-musl,True,True
@rollup/rollup-win32-arm64-msvc,4.26.0,node_modules/@rollup/rollup-win32-arm64-msvc,True,True
@rollup/rollup-win32-ia32-msvc,4.26.0,node_modules/@rollup/rollup-win32-ia32-msvc,True,True
@rollup/rollup-win32-x64-msvc,4.26.0,node_modules/@rollup/rollup-win32-x64-msvc,True,True
@schematics/angular,19.0.6,node_modules/@schematics/angular,True,False
@sigstore/bundle,3.0.0,node_modules/@sigstore/bundle,True,False
@sigstore/core,2.0.0,node_modules/@sigstore/core,True,False
@sigstore/protobuf-specs,0.3.2,node_modules/@sigstore/protobuf-specs,True,False
@sigstore/sign,3.0.0,node_modules/@sigstore/sign,True,False
@sigstore/tuf,3.0.0,node_modules/@sigstore/tuf,True,False
@sigstore/verify,2.0.0,node_modules/@sigstore/verify,True,False
@sindresorhus/merge-streams,2.3.0,node_modules/@sindresorhus/merge-streams,True,False
@socket.io/component-emitter,3.1.2,node_modules/@socket.io/component-emitter,True,False
@tufjs/canonical-json,2.0.0,node_modules/@tufjs/canonical-json,True,False
@tufjs/models,3.0.1,node_modules/@tufjs/models,True,False
@types/body-parser,1.19.5,node_modules/@types/body-parser,True,False
@types/bonjour,3.5.13,node_modules/@types/bonjour,True,False
@types/connect,3.4.38,node_modules/@types/connect,True,False
@types/connect-history-api-fallback,1.5.4,node_modules/@types/connect-history-api-fallback,True,False
@types/cookie,0.4.1,node_modules/@types/cookie,True,False
@types/cors,2.8.17,node_modules/@types/cors,True,False
@types/eslint,9.6.1,node_modules/@types/eslint,True,False
@types/eslint-scope,3.7.7,node_modules/@types/eslint-scope,True,False
@types/estree,1.0.6,node_modules/@types/estree,True,False
@types/express,4.17.21,node_modules/@types/express,True,False
@types/express-serve-static-core,5.0.2,node_modules/@types/express-serve-static-core,True,False
@types/express-serve-static-core,4.19.6,node_modules/@types/express/node_modules/@types/express-serve-static-core,True,False
@types/http-errors,2.0.4,node_modules/@types/http-errors,True,False
@types/http-proxy,1.17.15,node_modules/@types/http-proxy,True,False
@types/jasmine,5.1.5,node_modules/@types/jasmine,True,False
@types/json-schema,7.0.15,node_modules/@types/json-schema,True,False
@types/mime,1.3.5,node_modules/@types/mime,True,False
@types/node,22.10.2,node_modules/@types/node,True,False
@types/node-forge,1.3.11,node_modules/@types/node-forge,True,False
@types/qs,6.9.17,node_modules/@types/qs,True,False
@types/range-parser,1.2.7,node_modules/@types/range-parser,True,False
@types/retry,0.12.2,node_modules/@types/retry,True,False
@types/send,0.17.4,node_modules/@types/send,True,False
@types/serve-index,1.9.4,node_modules/@types/serve-index,True,False
@types/serve-static,1.15.7,node_modules/@types/serve-static,True,False
@types/sockjs,0.3.36,node_modules/@types/sockjs,True,False
@types/ws,8.5.13,node_modules/@types/ws,True,False
@vitejs/plugin-basic-ssl,1.1.0,node_modules/@vitejs/plugin-basic-ssl,True,False
@webassemblyjs/ast,1.14.1,node_modules/@webassemblyjs/ast,True,False
@webassemblyjs/floating-point-hex-parser,1.13.2,node_modules/@webassemblyjs/floating-point-hex-parser,True,False
@webassemblyjs/helper-api-error,1.13.2,node_modules/@webassemblyjs/helper-api-error,True,False
@webassemblyjs/helper-buffer,1.14.1,node_modules/@webassemblyjs/helper-buffer,True,False
@webassemblyjs/helper-numbers,1.13.2,node_modules/@webassemblyjs/helper-numbers,True,False
@webassemblyjs/helper-wasm-bytecode,1.13.2,node_modules/@webassemblyjs/helper-wasm-bytecode,True,False
@webassemblyjs/helper-wasm-section,1.14.1,node_modules/@webassemblyjs/helper-wasm-section,True,False
@webassemblyjs/ieee754,1.13.2,node_modules/@webassemblyjs/ieee754,True,False
@webassemblyjs/leb128,1.13.2,node_modules/@webassemblyjs/leb128,True,False
@webassemblyjs/utf8,1.13.2,node_modules/@webassemblyjs/utf8,True,False
@webassemblyjs/wasm-edit,1.14.1,node_modules/@webassemblyjs/wasm-edit,True,False
@webassemblyjs/wasm-gen,1.14.1,node_modules/@webassemblyjs/wasm-gen,True,False
@webassemblyjs/wasm-opt,1.14.1,node_modules/@webassemblyjs/wasm-opt,True,False
@webassemblyjs/wasm-parser,1.14.1,node_modules/@webassemblyjs/wasm-parser,True,False
@webassemblyjs/wast-printer,1.14.1,node_modules/@webassemblyjs/wast-printer,True,False
@xtuc/ieee754,1.2.0,node_modules/@xtuc/ieee754,True,False
@xtuc/long,4.2.2,node_modules/@xtuc/long,True,False
@yarnpkg/lockfile,1.1.0,node_modules/@yarnpkg/lockfile,True,False
abbrev,2.0.0,node_modules/abbrev,True,False
accepts,1.3.8,node_modules/accepts,True,False
negotiator,0.6.3,node_modules/accepts/node_modules/negotiator,True,False
negotiator,0.6.4,node_modules/compression/node_modules/negotiator,True,False
negotiator,1.0.0,node_modules/negotiator,True,False
acorn,8.14.0,node_modules/acorn,True,False
adjust-sourcemap-loader,4.0.0,node_modules/adjust-sourcemap-loader,True,False
loader-utils,2.0.4,node_modules/adjust-sourcemap-loader/node_modules/loader-utils,True,False
loader-utils,3.3.1,node_modules/loader-utils,True,False
loader-utils,2.0.4,node_modules/resolve-url-loader/node_modules/loader-utils,True,False
agent-base,7.1.3,node_modules/agent-base,True,False
ajv,8.17.1,node_modules/ajv,True,False
ajv,6.12.6,node_modules/webpack/node_modules/ajv,True,False
ajv-formats,3.0.1,node_modules/ajv-formats,True,False
ajv-formats,2.1.1,node_modules/schema-utils/node_modules/ajv-formats,True,False
ajv-keywords,5.1.0,node_modules/ajv-keywords,True,False
ajv-keywords,3.5.2,node_modules/webpack/node_modules/ajv-keywords,True,False
angular-auth-oidc-client,19.0.0,node_modules/angular-auth-oidc-client,False,False
ansi-colors,4.1.3,node_modules/ansi-colors,True,False
ansi-escapes,4.3.2,node_modules/ansi-escapes,True,False
ansi-escapes,7.0.0,node_modules/log-update/node_modules/ansi-escapes,True,False
ansi-html-community,0.0.8,node_modules/ansi-html-community,True,False
any-promise,1.3.0,node_modules/any-promise,True,False
anymatch,3.1.3,node_modules/anymatch,True,False
picomatch,2.3.1,node_modules/anymatch/node_modules/picomatch,True,False
picomatch,2.3.1,node_modules/karma/node_modules/picomatch,True,False
picomatch,2.3.1,node_modules/micromatch/node_modules/picomatch,True,False
picomatch,4.0.2,node_modules/picomatch,True,False
picomatch,2.3.1,node_modules/tailwindcss/node_modules/picomatch,True,False
picomatch,2.3.1,node_modules/webpack-dev-server/node_modules/picomatch,True,False
arg,5.0.2,node_modules/arg,True,False
argparse,2.0.1,node_modules/argparse,True,False
array-flatten,1.1.1,node_modules/array-flatten,True,False
autoprefixer,10.4.20,node_modules/autoprefixer,True,False
babel-loader,9.2.1,node_modules/babel-loader,True,False
babel-plugin-polyfill-corejs2,0.4.12,node_modules/babel-plugin-polyfill-corejs2,True,False
babel-plugin-polyfill-corejs3,0.10.6,node_modules/babel-plugin-polyfill-corejs3,True,False
babel-plugin-polyfill-regenerator,0.6.3,node_modules/babel-plugin-polyfill-regenerator,True,False
balanced-match,1.0.2,node_modules/balanced-match,True,False
base64-js,1.5.1,node_modules/base64-js,True,False
base64id,2.0.0,node_modules/base64id,True,False
batch,0.6.1,node_modules/batch,True,False
beasties,0.1.0,node_modules/beasties,True,False
big.js,5.2.2,node_modules/big.js,True,False
binary-extensions,2.3.0,node_modules/binary-extensions,True,False
bl,4.1.0,node_modules/bl,True,False
body-parser,1.20.3,node_modules/body-parser,True,False
debug,2.6.9,node_modules/body-parser/node_modules/debug,True,False
debug,2.6.9,node_modules/compression/node_modules/debug,True,False
debug,2.6.9,node_modules/connect/node_modules/debug,True,False
debug,4.4.0,node_modules/debug,True,False
debug,4.3.7,node_modules/engine.io/node_modules/debug,True,False
debug,2.6.9,node_modules/express/node_modules/debug,True,False
debug,2.6.9,node_modules/finalhandler/node_modules/debug,True,False
debug,2.6.9,node_modules/send/node_modules/debug,True,False
debug,2.6.9,node_modules/serve-index/node_modules/debug,True,False
debug,4.3.7,node_modules/socket.io-adapter/node_modules/debug,True,False
debug,4.3.7,node_modules/socket.io-parser/node_modules/debug,True,False
debug,4.3.7,node_modules/socket.io/node_modules/debug,True,False
ms,2.0.0,node_modules/body-parser/node_modules/ms,True,False
ms,2.0.0,node_modules/compression/node_modules/ms,True,False
ms,2.0.0,node_modules/connect/node_modules/ms,True,False
ms,2.0.0,node_modules/express/node_modules/ms,True,False
ms,2.0.0,node_modules/finalhandler/node_modules/ms,True,False
ms,2.1.3,node_modules/ms,True,False
ms,2.0.0,node_modules/send/node_modules/debug/node_modules/ms,True,False
ms,2.0.0,node_modules/serve-index/node_modules/ms,True,False
bonjour-service,1.3.0,node_modules/bonjour-service,True,False
boolbase,1.0.0,node_modules/boolbase,True,False
braces,3.0.3,node_modules/braces,True,False
browserslist,4.24.3,node_modules/browserslist,True,False
buffer,5.7.1,node_modules/buffer,True,False
buffer-from,1.1.2,node_modules/buffer-from,True,False
bundle-name,4.1.0,node_modules/bundle-name,True,False
bytes,3.1.2,node_modules/bytes,True,False
cacache,19.0.1,node_modules/cacache,True,False
chownr,3.0.0,node_modules/cacache/node_modules/chownr,True,False
chownr,2.0.0,node_modules/chownr,True,False
chownr,3.0.0,node_modules/node-gyp/node_modules/chownr,True,False
mkdirp,3.0.1,node_modules/cacache/node_modules/mkdirp,True,False
mkdirp,0.5.6,node_modules/mkdirp,True,False
mkdirp,3.0.1,node_modules/node-gyp/node_modules/mkdirp,True,False
mkdirp,1.0.4,node_modules/tar/node_modules/mkdirp,True,False
tar,7.4.3,node_modules/cacache/node_modules/tar,True,False
tar,7.4.3,node_modules/node-gyp/node_modules/tar,True,False
tar,6.2.1,node_modules/tar,True,False
yallist,5.0.0,node_modules/cacache/node_modules/yallist,True,False
yallist,4.0.0,node_modules/minipass-flush/node_modules/yallist,True,False
yallist,4.0.0,node_modules/minipass-pipeline/node_modules/yallist,True,False
yallist,4.0.0,node_modules/minipass-sized/node_modules/yallist,True,False
yallist,5.0.0,node_modules/node-gyp/node_modules/yallist,True,False
yallist,4.0.0,node_modules/tar/node_modules/yallist,True,False
yallist,3.1.1,node_modules/yallist,True,False
call-bind-apply-helpers,1.0.1,node_modules/call-bind-apply-helpers,True,False
call-bound,1.0.3,node_modules/call-bound,True,False
callsites,3.1.0,node_modules/callsites,True,False
camelcase-css,2.0.1,node_modules/camelcase-css,True,False
caniuse-lite,1.0.30001690,node_modules/caniuse-lite,True,False
chalk,4.1.2,node_modules/chalk,True,False
chardet,0.7.0,node_modules/chardet,True,False
chokidar,4.0.3,node_modules/chokidar,True,False
chokidar,3.6.0,node_modules/karma/node_modules/chokidar,True,False
chokidar,3.6.0,node_modules/tailwindcss/node_modules/chokidar,True,False
chokidar,3.6.0,node_modules/webpack-dev-server/node_modules/chokidar,True,False
chrome-trace-event,1.0.4,node_modules/chrome-trace-event,True,False
cli-cursor,5.0.0,node_modules/cli-cursor,True,False
cli-cursor,3.1.0,node_modules/ora/node_modules/cli-cursor,True,False
cli-spinners,2.9.2,node_modules/cli-spinners,True,False
cli-truncate,4.0.0,node_modules/cli-truncate,True,False
cli-width,4.1.0,node_modules/cli-width,True,False
cliui,8.0.1,node_modules/cliui,True,False
cliui,7.0.4,node_modules/karma/node_modules/cliui,True,False
is-fullwidth-code-point,3.0.0,node_modules/cliui/node_modules/is-fullwidth-code-point,True,False
is-fullwidth-code-point,4.0.0,node_modules/is-fullwidth-code-point,True,False
is-fullwidth-code-point,3.0.0,node_modules/karma/node_modules/is-fullwidth-code-point,True,False
is-fullwidth-code-point,5.0.0,node_modules/log-update/node_modules/is-fullwidth-code-point,True,False
is-fullwidth-code-point,3.0.0,node_modules/string-width-cjs/node_modules/is-fullwidth-code-point,True,False
is-fullwidth-code-point,3.0.0,node_modules/wrap-ansi-cjs/node_modules/is-fullwidth-code-point,True,False
is-fullwidth-code-point,3.0.0,node_modules/wrap-ansi/node_modules/is-fullwidth-code-point,True,False
is-fullwidth-code-point,3.0.0,node_modules/yargs/node_modules/is-fullwidth-code-point,True,False
clone,1.0.4,node_modules/clone,True,False
clone-deep,4.0.1,node_modules/clone-deep,True,False
is-plain-object,2.0.4,node_modules/clone-deep/node_modules/is-plain-object,True,False
is-plain-object,5.0.0,node_modules/is-plain-object,True,False
color-convert,2.0.1,node_modules/color-convert,True,False
color-name,1.1.4,node_modules/color-name,True,False
colorette,2.0.20,node_modules/colorette,True,False
commander,2.20.3,node_modules/commander,True,False
commander,4.1.1,node_modules/sucrase/node_modules/commander,True,False
common-path-prefix,3.0.0,node_modules/common-path-prefix,True,False
compressible,2.0.18,node_modules/compressible,True,False
compression,1.7.5,node_modules/compression,True,False
concat-map,0.0.1,node_modules/concat-map,True,False
connect,3.7.0,node_modules/connect,True,False
connect-history-api-fallback,2.0.0,node_modules/connect-history-api-fallback,True,False
content-disposition,0.5.4,node_modules/content-disposition,True,False
content-type,1.0.5,node_modules/content-type,True,False
cookie,0.7.2,node_modules/cookie,True,False
cookie,0.7.1,node_modules/express/node_modules/cookie,True,False
cookie-signature,1.0.6,node_modules/cookie-signature,True,False
copy-anything,2.0.6,node_modules/copy-anything,True,False
copy-webpack-plugin,12.0.2,node_modules/copy-webpack-plugin,True,False
core-js-compat,3.39.0,node_modules/core-js-compat,True,False
core-util-is,1.0.3,node_modules/core-util-is,True,False
cors,2.8.5,node_modules/cors,True,False
cosmiconfig,9.0.0,node_modules/cosmiconfig,True,False
cross-spawn,7.0.6,node_modules/cross-spawn,True,False
css-loader,7.1.2,node_modules/css-loader,True,False
css-select,5.1.0,node_modules/css-select,True,False
css-what,6.1.0,node_modules/css-what,True,False
cssesc,3.0.0,node_modules/cssesc,True,False
custom-event,1.0.1,node_modules/custom-event,True,False
date-format,4.0.14,node_modules/date-format,True,False
default-browser,5.2.1,node_modules/default-browser,True,False
default-browser-id,5.0.0,node_modules/default-browser-id,True,False
defaults,1.0.4,node_modules/defaults,True,False
define-lazy-prop,3.0.0,node_modules/define-lazy-prop,True,False
depd,2.0.0,node_modules/depd,True,False
depd,1.1.2,node_modules/serve-index/node_modules/depd,True,False
destroy,1.2.0,node_modules/destroy,True,False
detect-node,2.1.0,node_modules/detect-node,True,False
di,0.0.1,node_modules/di,True,False
didyoumean,1.2.2,node_modules/didyoumean,True,False
dlv,1.1.3,node_modules/dlv,True,False
dns-packet,5.6.1,node_modules/dns-packet,True,False
dom-serialize,2.2.1,node_modules/dom-serialize,True,False
dom-serializer,2.0.0,node_modules/dom-serializer,True,False
domelementtype,2.3.0,node_modules/domelementtype,True,False
domhandler,5.0.3,node_modules/domhandler,True,False
domutils,3.1.0,node_modules/domutils,True,False
dunder-proto,1.0.1,node_modules/dunder-proto,True,False
eastasianwidth,0.2.0,node_modules/eastasianwidth,True,False
ee-first,1.1.1,node_modules/ee-first,True,False
electron-to-chromium,1.5.75,node_modules/electron-to-chromium,True,False
emojis-list,3.0.0,node_modules/emojis-list,True,False
encodeurl,1.0.2,node_modules/encodeurl,True,False
encodeurl,2.0.0,node_modules/express/node_modules/encodeurl,True,False
encodeurl,2.0.0,node_modules/serve-static/node_modules/encodeurl,True,False
encoding,0.1.13,node_modules/encoding,True,True
iconv-lite,0.6.3,node_modules/encoding/node_modules/iconv-lite,True,True
iconv-lite,0.4.24,node_modules/iconv-lite,True,False
iconv-lite,0.6.3,node_modules/needle/node_modules/iconv-lite,True,True
iconv-lite,0.6.3,node_modules/source-map-loader/node_modules/iconv-lite,True,False
engine.io,6.6.2,node_modules/engine.io,True,False
engine.io-parser,5.2.3,node_modules/engine.io-parser,True,False
enhanced-resolve,5.18.0,node_modules/enhanced-resolve,True,False
ent,2.2.2,node_modules/ent,True,False
entities,4.5.0,node_modules/entities,False,False
env-paths,2.2.1,node_modules/env-paths,True,False
environment,1.1.0,node_modules/environment,True,False
err-code,2.0.3,node_modules/err-code,True,False
errno,0.1.8,node_modules/errno,True,True
error-ex,1.3.2,node_modules/error-ex,True,False
es-define-property,1.0.1,node_modules/es-define-property,True,False
es-errors,1.3.0,node_modules/es-errors,True,False
es-module-lexer,1.5.4,node_modules/es-module-lexer,True,False
es-object-atoms,1.0.0,node_modules/es-object-atoms,True,False
esbuild,0.24.0,node_modules/esbuild,True,False
esbuild,0.21.5,node_modules/vite/node_modules/esbuild,True,False
esbuild-wasm,0.24.0,node_modules/esbuild-wasm,True,False
escalade,3.2.0,node_modules/escalade,True,False
escape-html,1.0.3,node_modules/escape-html,True,False
eslint-scope,5.1.1,node_modules/eslint-scope,True,False
esrecurse,4.3.0,node_modules/esrecurse,True,False
estraverse,5.3.0,node_modules/esrecurse/node_modules/estraverse,True,False
estraverse,4.3.0,node_modules/estraverse,True,False
esutils,2.0.3,node_modules/esutils,True,False
etag,1.8.1,node_modules/etag,True,False
eventemitter3,4.0.7,node_modules/eventemitter3,True,False
eventemitter3,5.0.1,node_modules/listr2/node_modules/eventemitter3,True,False
events,3.3.0,node_modules/events,True,False
exponential-backoff,3.1.1,node_modules/exponential-backoff,True,False
express,4.21.2,node_modules/express,True,False
finalhandler,1.3.1,node_modules/express/node_modules/finalhandler,True,False
finalhandler,1.1.2,node_modules/finalhandler,True,False
statuses,2.0.1,node_modules/express/node_modules/statuses,True,False
statuses,2.0.1,node_modules/http-errors/node_modules/statuses,True,False
statuses,2.0.1,node_modules/send/node_modules/statuses,True,False
statuses,1.5.0,node_modules/statuses,True,False
extend,3.0.2,node_modules/extend,True,False
external-editor,3.1.0,node_modules/external-editor,True,False
fast-deep-equal,3.1.3,node_modules/fast-deep-equal,True,False
fast-glob,3.3.2,node_modules/fast-glob,True,False
glob-parent,5.1.2,node_modules/fast-glob/node_modules/glob-parent,True,False
glob-parent,6.0.2,node_modules/glob-parent,True,False
glob-parent,5.1.2,node_modules/karma/node_modules/glob-parent,True,False
glob-parent,5.1.2,node_modules/tailwindcss/node_modules/chokidar/node_modules/glob-parent,True,False
glob-parent,5.1.2,node_modules/webpack-dev-server/node_modules/glob-parent,True,False
fast-json-stable-stringify,2.1.0,node_modules/fast-json-stable-stringify,True,False
fast-uri,3.0.3,node_modules/fast-uri,True,False
fastq,1.17.1,node_modules/fastq,True,False
faye-websocket,0.11.4,node_modules/faye-websocket,True,False
fill-range,7.1.1,node_modules/fill-range,True,False
on-finished,2.3.0,node_modules/finalhandler/node_modules/on-finished,True,False
on-finished,2.4.1,node_modules/on-finished,True,False
find-cache-dir,4.0.0,node_modules/find-cache-dir,True,False
find-up,6.3.0,node_modules/find-up,True,False
flat,5.0.2,node_modules/flat,True,False
flatted,3.3.2,node_modules/flatted,True,False
follow-redirects,1.15.9,node_modules/follow-redirects,True,False
foreground-child,3.3.0,node_modules/foreground-child,True,False
forwarded,0.2.0,node_modules/forwarded,True,False
fraction.js,4.3.7,node_modules/fraction.js,True,False
fresh,0.5.2,node_modules/fresh,True,False
fs-extra,8.1.0,node_modules/fs-extra,True,False
fs-minipass,3.0.3,node_modules/fs-minipass,True,False
fs-minipass,2.1.0,node_modules/tar/node_modules/fs-minipass,True,False
fs.realpath,1.0.0,node_modules/fs.realpath,True,False
fsevents,2.3.3,node_modules/fsevents,True,True
function-bind,1.1.2,node_modules/function-bind,True,False
gensync,1.0.0-beta.2,node_modules/gensync,True,False
get-caller-file,2.0.5,node_modules/get-caller-file,True,False
get-east-asian-width,1.3.0,node_modules/get-east-asian-width,True,False
get-intrinsic,1.2.6,node_modules/get-intrinsic,True,False
glob-to-regexp,0.4.1,node_modules/glob-to-regexp,True,False
globals,11.12.0,node_modules/globals,True,False
globby,14.0.2,node_modules/globby,True,False
gopd,1.2.0,node_modules/gopd,True,False
graceful-fs,4.2.11,node_modules/graceful-fs,True,False
handle-thing,2.0.1,node_modules/handle-thing,True,False
has-flag,4.0.0,node_modules/has-flag,True,False
has-symbols,1.1.0,node_modules/has-symbols,True,False
has-tostringtag,1.0.2,node_modules/has-tostringtag,True,False
hasown,2.0.2,node_modules/hasown,True,False
hosted-git-info,8.0.2,node_modules/hosted-git-info,True,False
hpack.js,2.1.6,node_modules/hpack.js,True,False
readable-stream,2.3.8,node_modules/hpack.js/node_modules/readable-stream,True,False
readable-stream,3.6.2,node_modules/readable-stream,True,False
safe-buffer,5.1.2,node_modules/hpack.js/node_modules/safe-buffer,True,False
safe-buffer,5.2.1,node_modules/safe-buffer,True,False
string_decoder,1.1.1,node_modules/hpack.js/node_modules/string_decoder,True,False
string_decoder,1.3.0,node_modules/string_decoder,True,False
html-entities,2.5.2,node_modules/html-entities,True,False
html-escaper,2.0.2,node_modules/html-escaper,True,False
htmlparser2,9.1.0,node_modules/htmlparser2,True,False
http-cache-semantics,4.1.1,node_modules/http-cache-semantics,True,False
http-deceiver,1.2.7,node_modules/http-deceiver,True,False
http-errors,2.0.0,node_modules/http-errors,True,False
http-errors,1.6.3,node_modules/serve-index/node_modules/http-errors,True,False
http-parser-js,0.5.8,node_modules/http-parser-js,True,False
http-proxy,1.18.1,node_modules/http-proxy,True,False
http-proxy-agent,7.0.2,node_modules/http-proxy-agent,True,False
http-proxy-middleware,3.0.3,node_modules/http-proxy-middleware,True,False
http-proxy-middleware,2.0.7,node_modules/webpack-dev-server/node_modules/http-proxy-middleware,True,False
https-proxy-agent,7.0.5,node_modules/https-proxy-agent,True,False
hyperdyperid,1.2.0,node_modules/hyperdyperid,True,False
icss-utils,5.1.0,node_modules/icss-utils,True,False
ieee754,1.2.1,node_modules/ieee754,True,False
ignore,5.3.2,node_modules/ignore,True,False
ignore-walk,7.0.0,node_modules/ignore-walk,True,False
image-size,0.5.5,node_modules/image-size,True,True
immutable,5.0.3,node_modules/immutable,True,False
import-fresh,3.3.0,node_modules/import-fresh,True,False
imurmurhash,0.1.4,node_modules/imurmurhash,True,False
inflight,1.0.6,node_modules/inflight,True,False
inherits,2.0.4,node_modules/inherits,True,False
inherits,2.0.3,node_modules/serve-index/node_modules/inherits,True,False
ini,5.0.0,node_modules/ini,True,False
ip-address,9.0.5,node_modules/ip-address,True,False
ipaddr.js,2.2.0,node_modules/ipaddr.js,True,False
ipaddr.js,1.9.1,node_modules/proxy-addr/node_modules/ipaddr.js,True,False
is-arrayish,0.2.1,node_modules/is-arrayish,True,False
is-binary-path,2.1.0,node_modules/is-binary-path,True,False
is-core-module,2.16.1,node_modules/is-core-module,True,False
is-docker,3.0.0,node_modules/is-docker,True,False
is-extglob,2.1.1,node_modules/is-extglob,True,False
is-glob,4.0.3,node_modules/is-glob,True,False
is-inside-container,1.0.0,node_modules/is-inside-container,True,False
is-interactive,1.0.0,node_modules/is-interactive,True,False
is-network-error,1.1.0,node_modules/is-network-error,True,False
is-number,7.0.0,node_modules/is-number,True,False
is-plain-obj,3.0.0,node_modules/is-plain-obj,True,False
is-regex,1.2.1,node_modules/is-regex,True,False
is-unicode-supported,0.1.0,node_modules/is-unicode-supported,True,False
is-what,3.14.1,node_modules/is-what,True,False
is-wsl,3.1.0,node_modules/is-wsl,True,False
isarray,1.0.0,node_modules/isarray,True,False
isbinaryfile,4.0.10,node_modules/isbinaryfile,True,False
isobject,3.0.1,node_modules/isobject,True,False
istanbul-lib-coverage,3.2.2,node_modules/istanbul-lib-coverage,True,False
istanbul-lib-instrument,6.0.3,node_modules/istanbul-lib-instrument,True,False
istanbul-lib-instrument,5.2.1,node_modules/karma-coverage/node_modules/istanbul-lib-instrument,True,False
istanbul-lib-report,3.0.1,node_modules/istanbul-lib-report,True,False
istanbul-lib-source-maps,4.0.1,node_modules/istanbul-lib-source-maps,True,False
source-map,0.6.1,node_modules/istanbul-lib-source-maps/node_modules/source-map,True,False
source-map,0.6.1,node_modules/karma/node_modules/source-map,True,False
source-map,0.6.1,node_modules/less/node_modules/source-map,True,True
source-map,0.6.1,node_modules/resolve-url-loader/node_modules/source-map,True,False
source-map,0.7.4,node_modules/source-map,True,False
source-map,0.6.1,node_modules/source-map-support/node_modules/source-map,True,False
istanbul-reports,3.1.7,node_modules/istanbul-reports,True,False
jackspeak,3.4.3,node_modules/jackspeak,True,False
jasmine-core,5.4.0,node_modules/jasmine-core,True,False
jasmine-core,4.6.1,node_modules/karma-jasmine/node_modules/jasmine-core,True,False
jest-worker,27.5.1,node_modules/jest-worker,True,False
supports-color,8.1.1,node_modules/jest-worker/node_modules/supports-color,True,False
supports-color,7.2.0,node_modules/supports-color,True,False
jiti,1.21.7,node_modules/jiti,True,False
js-tokens,4.0.0,node_modules/js-tokens,True,False
js-yaml,4.1.0,node_modules/js-yaml,True,False
